Frequency,Returnloss,Returnphase,Transmissionloss,Transmissionphase,Rs,Xs,|Z|,Magnitude,SWR,C,,,Xc-calc,,,,,,
83008290,0.82111437,96.95014663,0,0,4.205999837,44.09914584,44.29926747,1.099146847,21.17209884,43.49994535,,1.644430178,2.08E-18,,,,,,
83235436,0.82111437,96.59824047,0,0,4.228916604,44.37178479,44.57285072,1.099146847,21.17209884,43.11468322,,1.647106898,2.08E-18,,,,,,
83462582,0.879765396,96.42228739,0,0,4.541672858,44.48227106,44.71352403,1.106593895,19.76280068,42.89054731,,1.648186952,2.07E-18,,,,,,
83689728,0.82111437,96.07038123,0,0,4.26379479,44.78352,44.98603794,1.099146847,21.17209884,42.48640392,,1.651118226,2.07E-18,,,,,,
83916874,0.82111437,95.89442815,0,0,4.275556904,44.92151413,45.12452569,1.099146847,21.17209884,42.24124136,,1.652454386,2.06E-18,,,,,,
84144020,0.82111437,95.71847507,0,0,4.287387852,45.05988642,45.26339646,1.099146847,21.17209884,41.99784505,,1.653790093,2.06E-18,,,,,,
84371166,0.82111437,95.36656891,0,0,4.311258223,45.33777427,45.54229598,1.099146847,21.17209884,41.62805401,,1.656460196,2.05E-18,,,,,,
84598312,0.82111437,95.19061584,0,0,4.323298643,45.47729428,45.68232925,1.099146847,21.17209884,41.38891491,,1.657794618,2.04E-18,,,,,,
84825458,0.82111437,94.83870968,0,0,4.347592478,45.75749766,45.96357419,1.099146847,21.17209884,41.02531052,,1.660462266,2.04E-18,,,,,,
85052604,0.82111437,94.6627566,0,0,4.359846919,45.89818558,46.10479047,1.099146847,21.17209884,40.79033049,,1.661795518,2.03E-18,,,,,,
85279750,0.762463343,94.48680352,0,0,4.061355328,46.06549297,46.24418071,1.091749916,22.79838509,40.53393013,,1.663375723,2.03E-18,,,,,,
85506896,0.762463343,94.13489736,0,0,4.084473203,46.34915901,46.52878101,1.091749916,22.79838509,40.17883653,,1.666041858,2.02E-18,,,,,,
85734042,0.762463343,93.95894428,0,0,4.096135065,46.49159382,46.67168969,1.091749916,22.79838509,39.94961718,,1.667374435,2.02E-18,,,,,,
85961188,0.82111437,93.7829912,0,0,4.422215295,46.6075796,46.81690362,1.099146847,21.17209884,39.74489897,,1.66845655,2.01E-18,,,,,,
86188334,0.762463343,93.43108504,0,0,4.131538386,46.92133396,47.10287879,1.091749916,22.79838509,39.3750864,,1.671370351,2.01E-18,,,,,,
86415480,0.762463343,93.25513196,0,0,4.143480444,47.06540059,47.24743763,1.091749916,22.79838509,39.1513778,,1.672701759,2.00E-18,,,,,,
86642626,0.82111437,92.90322581,0,0,4.48646009,47.32711399,47.53928946,1.099146847,21.17209884,38.83280194,,1.675110022,2.00E-18,,,,,,
86869772,0.762463343,92.72727273,0,0,4.17973677,47.50009435,47.68363622,1.091749916,22.79838509,38.59021537,,1.676694472,1.99E-18,,,,,,
87096918,0.82111437,92.55131965,0,0,4.512698984,47.61783467,47.83118889,1.099146847,21.17209884,38.39440362,,1.677769643,1.99E-18,,,,,,
87324064,0.762463343,92.19941349,0,0,4.216649538,47.93858111,48.12367081,1.091749916,22.79838509,38.03831244,,1.680685176,1.98E-18,,,,,,
87551210,0.762463343,92.02346041,0,0,4.22910221,48.08559802,48.27121339,1.091749916,22.79838509,37.82362787,,1.682015022,1.98E-18,,,,,,
87778356,0.762463343,91.84750733,0,0,4.241630013,48.23304652,48.41919249,1.091749916,22.79838509,37.61042315,,1.683344694,1.97E-18,,,,,,
88005502,0.762463343,91.49560117,0,0,4.26691327,48.52924865,48.71647076,1.091749916,22.79838509,37.28438332,,1.686003567,1.97E-18,,,,,,
88232648,0.762463343,91.31964809,0,0,4.279669866,48.67800751,48.86577524,1.091749916,22.79838509,37.07475157,,1.687332793,1.96E-18,,,,,,
88459794,0.762463343,91.14369501,0,0,4.292503877,48.82720843,49.01552685,1.091749916,22.79838509,36.86655334,,1.688661895,1.96E-18,,,,,,
88686940,0.762463343,90.79178886,0,0,4.318406488,49.12694709,49.31638232,1.091749916,22.79838509,36.54777219,,1.691319777,1.95E-18,,,,,,
88914086,0.762463343,90.61583578,0,0,4.331476274,49.27749023,49.46749165,1.091749916,22.79838509,36.34303625,,1.692648581,1.95E-18,,,,,,
89141232,0.762463343,90.4398827,0,0,4.344625848,49.4284862,49.61905905,1.091749916,22.79838509,36.13968928,,1.69397731,1.94E-18,,,,,,
89368378,0.82111437,90.08797654,0,0,4.70549094,49.70137625,49.92362613,1.099146847,21.17209884,35.84990968,,1.696368415,1.94E-18,,,,,,
89595524,0.82111437,89.91202346,0,0,4.719899006,49.85356031,50.07649071,1.099146847,21.17209884,35.64986285,,1.697696179,1.93E-18,,,,,,
89822670,0.762463343,89.73607038,0,0,4.398034264,50.03705357,50.22996552,1.091749916,22.79838509,35.4293078,,1.699291728,1.93E-18,,,,,,
90049816,0.703812317,89.38416422,0,0,4.086403103,50.37307013,50.5385485,1.084402764,24.69590648,35.10420205,,1.702198421,1.92E-18,,,,,,
90276962,0.703812317,89.20821114,0,0,4.099084926,50.52749271,50.69349088,1.084402764,24.69590648,34.90886047,,1.703527748,1.92E-18,,,,,,
90504108,0.703812317,89.03225806,0,0,4.111845166,50.68239207,50.8489148,1.084402764,24.69590648,34.71482336,,1.704857104,1.91E-18,,,,,,
90731254,0.703812317,88.68035191,0,0,4.137603332,50.99363282,51.16121919,1.084402764,24.69590648,34.41656245,,1.707515952,1.91E-18,,,,,,
90958400,0.703812317,88.50439883,0,0,4.150602492,51.14998014,51.31810567,1.084402764,24.69590648,34.22567913,,1.708845469,1.90E-18,,,,,,
91185546,0.703812317,88.32844575,0,0,4.163682536,51.30681609,51.47548571,1.084402764,24.69590648,34.03606063,,1.710175065,1.90E-18,,,,,,
91412692,0.703812317,87.97653959,0,0,4.190087815,51.62196596,51.79173878,1.084402764,24.69590648,33.74421407,,1.71283454,1.89E-18,,,,,,
91639838,0.703812317,87.80058651,0,0,4.203414335,51.780286,51.950618,1.084402764,24.69590648,33.55765452,,1.714164445,1.89E-18,,,,,,
91866984,0.703812317,87.62463343,0,0,4.216824307,51.9391069,52.11000319,1.084402764,24.69590648,33.37232159,,1.715494478,1.88E-18,,,,,,
92094130,0.703812317,87.27272727,0,0,4.243897253,52.25826373,52.43030413,1.084402764,24.69590648,33.08669823,,1.718154976,1.88E-18,,,,,,
92321276,0.703812317,87.09677419,0,0,4.257561563,52.41860597,52.59122629,1.084402764,24.69590648,32.90433293,,1.719485467,1.87E-18,,,,,,
92548422,0.703812317,86.92082111,0,0,4.271311999,52.57946168,52.7526672,1.084402764,24.69590648,32.7231575,,1.720816135,1.87E-18,,,,,,
92775568,0.703812317,86.74486804,0,0,4.285149249,52.74083408,52.91463014,1.084402764,24.69590648,32.54316144,,1.722146994,1.86E-18,,,,,,
93002714,0.703812317,86.39296188,0,0,4.313086962,53.0651419,53.24013527,1.084402764,24.69590648,32.26527746,,1.72480933,1.86E-18,,,,,,
93229860,0.703812317,86.2170088,0,0,4.327188831,53.22808388,53.40368412,1.084402764,24.69590648,32.08813614,,1.726140833,1.86E-18,,,,,,
93457006,0.703812317,86.04105572,0,0,4.341380325,53.39155567,53.5677683,1.084402764,24.69590648,31.91213918,,1.727472575,1.85E-18,,,,,,
93684152,0.703812317,85.68914956,0,0,4.370035079,53.72010206,53.89755627,1.084402764,24.69590648,31.64006719,,1.730136829,1.85E-18,,,,,,
93911298,0.703812317,85.51319648,0,0,4.384499804,53.88518343,54.06326693,1.084402764,24.69590648,31.46684113,,1.731469366,1.84E-18,,,,,,
94138444,0.703812317,85.3372434,0,0,4.399057082,54.05080814,54.22952668,1.084402764,24.69590648,31.29472567,,1.732802192,1.84E-18,,,,,,
94365590,0.64516129,84.98533724,0,0,4.061032783,54.414886,54.56621487,1.077105056,26.93863623,31.01051459,,1.735717724,1.83E-18,,,,,,
94592736,0.703812317,84.80938416,0,0,4.443291791,54.55097701,54.73163559,1.084402764,24.69590648,30.85887121,,1.736802533,1.83E-18,,,,,,
94819882,0.703812317,84.63343109,0,0,4.458226875,54.7188099,54.900127,1.084402764,24.69590648,30.69052393,,1.738136643,1.82E-18,,,,,,
95047028,0.703812317,84.28152493,0,0,4.488387,55.05616196,55.23881414,1.084402764,24.69590648,30.42957465,,1.740805933,1.82E-18,,,,,,
95274174,0.703812317,84.10557185,0,0,4.503613631,55.22568835,55.40901722,1.084402764,24.69590648,30.26383958,,1.742141138,1.82E-18,,,,,,
95501320,0.64516129,83.92961877,0,0,4.144060576,55.42820084,55.58289923,1.077105056,26.93863623,30.08154929,,1.743730782,1.81E-18,,,,,,
95728466,0.64516129,83.57771261,0,0,4.172460203,55.77055078,55.92641378,1.077105056,26.93863623,29.82595259,,1.746404934,1.81E-18,,,,,,
95955612,0.64516129,83.40175953,0,0,4.186799093,55.94260088,56.09905418,1.077105056,26.93863623,29.66383678,,1.747742654,1.80E-18,,,,,,
96182758,0.64516129,83.22580645,0,0,4.20123173,56.11523944,56.27228844,1.077105056,26.93863623,29.50273713,,1.74908082,1.80E-18,,,,,,
96409904,0.64516129,83.04985337,0,0,4.215758897,56.2884703,56.44612044,1.077105056,26.93863623,29.342645,,1.750419446,1.79E-18,,,,,,
96637050,0.64516129,82.69794721,0,0,4.245099988,56.63672436,56.79559332,1.077105056,26.93863623,29.09367377,,1.753098128,1.79E-18,,,,,,
96864196,0.64516129,82.52199413,0,0,4.259915519,56.81175537,56.97124212,1.077105056,26.93863623,28.93602493,,1.754438208,1.79E-18,,,,,,
97091342,0.703812317,82.17008798,0,0,4.67781037,57.12904062,57.3202337,1.084402764,24.69590648,28.70799893,,1.756856931,1.78E-18,,,,,,
97318488,0.64516129,81.9941349,0,0,4.304951868,57.34051185,57.50188615,1.077105056,26.93863623,28.53536539,,1.758461565,1.78E-18,,,,,,
97545634,0.64516129,81.81818182,0,0,4.320163348,57.51799857,57.68001362,1.077105056,26.93863623,28.38106934,,1.759803766,1.77E-18,,,,,,
97772780,0.703812317,81.64222874,0,0,4.727542438,57.6608112,57.85428943,1.084402764,24.69590648,28.24500426,,1.760880748,1.77E-18,,,,,,
97999926,0.64516129,81.29032258,0,0,4.366407804,58.05421962,58.21819245,1.077105056,26.93863623,27.9885769,,1.763833792,1.77E-18,,,,,,
98227072,0.64516129,81.1143695,0,0,4.382028861,58.23422746,58.39886492,1.077105056,26.93863623,27.83753905,,1.765178318,1.76E-18,,,,,,
98454218,0.703812317,80.93841642,0,0,4.79541087,58.37862512,58.57524935,1.084402764,24.69590648,27.70461801,,1.766253863,1.76E-18,,,,,,
98681364,0.703812317,80.58651026,0,0,4.830030504,58.74137295,58.93961393,1.084402764,24.69590648,27.47015561,,1.768944093,1.75E-18,,,,,,
98908510,0.64516129,80.41055718,0,0,4.445568049,58.96070925,59.12806703,1.077105056,26.93863623,27.30511422,,1.770562699,1.75E-18,,,,,,
99135656,0.64516129,80.23460411,0,0,4.461721153,59.14396391,59.31201752,1.077105056,26.93863623,27.15814129,,1.771910428,1.75E-18,,,,,,
99362802,0.703812317,79.88269795,0,0,4.900680365,59.4747222,59.67628715,1.084402764,24.69590648,26.94536706,,1.774332422,1.74E-18,,,,,,
99589948,0.703812317,79.70674487,0,0,4.918642678,59.65972133,59.86213657,1.084402764,24.69590648,26.80054528,,1.77568122,1.74E-18,,,,,,
99817094,0.703812317,79.53079179,0,0,4.936727022,59.84539413,60.04866753,1.084402764,24.69590648,26.65659679,,1.777030731,1.73E-18,,,,,,
100044240,0.703812317,79.35483871,0,0,4.954934465,60.03174515,60.23588466,1.084402764,24.69590648,26.51351442,,1.778380969,1.73E-18,,,,,,
100271386,0.64516129,79.00293255,0,0,4.577903932,60.44554692,60.61865511,1.077105056,26.93863623,26.27235639,,1.781364312,1.73E-18,,,,,,
100498532,0.64516129,78.82697947,0,0,4.594957677,60.63422792,60.80808525,1.077105056,26.93863623,26.13140653,,1.782717852,1.72E-18,,,,,,
100725678,0.64516129,78.65102639,0,0,4.612128499,60.82360807,60.99822151,1.077105056,26.93863623,25.99129855,,1.784072179,1.72E-18,,,,,,
100952824,0.64516129,78.47507331,0,0,4.629417432,61.01369212,61.18906873,1.077105056,26.93863623,25.85202563,,1.785427306,1.71E-18,,,,,,
101179970,0.64516129,78.12316716,0,0,4.664353841,61.39599124,61.57291561,1.077105056,26.93863623,25.63337521,,1.788140015,1.71E-18,,,,,,
101407116,0.64516129,77.94721408,0,0,4.682003448,61.58821605,61.76592517,1.077105056,26.93863623,25.49613207,,1.789497625,1.71E-18,,,,,,
101634262,0.64516129,77.771261,0,0,4.69977543,61.78116426,61.95966548,1.077105056,26.93863623,25.35970107,,1.790856088,1.70E-18,,,,,,
101861408,0.64516129,77.41935484,0,0,4.735690919,62.16925088,62.34935864,1.077105056,26.93863623,25.14519726,,1.793575634,1.70E-18,,,,,,
102088554,0.64516129,77.24340176,0,0,4.753836655,62.36439937,62.54532174,1.077105056,26.93863623,25.01074105,,1.794936744,1.69E-18,,,,,,
102315700,0.64516129,77.06744868,0,0,4.772109227,62.56029147,62.74203611,1.077105056,26.93863623,24.87707486,,1.796298763,1.69E-18,,,,,,
102542846,0.64516129,76.8914956,0,0,4.790509781,62.75693233,62.93950698,1.077105056,26.93863623,24.74419236,,1.797661706,1.69E-18,,,,,,
102769992,0.64516129,76.53958944,0,0,4.827699487,63.1524812,63.33673945,1.077105056,26.93863623,24.53486176,,1.800390418,1.68E-18,,,,,,
102997138,0.64516129,76.36363636,0,0,4.846491,63.35139978,63.53651178,1.077105056,26.93863623,24.4038858,,1.801756215,1.68E-18,,,,,,
103224284,0.64516129,76.18768328,0,0,4.865415215,63.55108823,63.73706207,1.077105056,26.93863623,24.27367235,,1.803122992,1.68E-18,,,,,,
103451430,0.64516129,76.01173021,0,0,4.884473346,63.75155196,63.9383958,1.077105056,26.93863623,24.14421537,,1.804490762,1.67E-18,,,,,,
103678576,0.64516129,75.65982405,0,0,4.922996284,64.15482707,64.34343579,1.077105056,26.93863623,23.93988137,,1.807229339,1.67E-18,,,,,,
103905722,0.64516129,75.48387097,0,0,4.94246359,64.3576495,64.54715327,1.077105056,26.93863623,23.81226558,,1.808600174,1.66E-18,,,,,,
104132868,0.64516129,75.30791789,0,0,4.962069811,64.56126929,64.75167665,1.077105056,26.93863623,23.68538597,,1.80997206,1.66E-18,,,,,,
104360014,0.64516129,75.13196481,0,0,4.981816234,64.76569209,64.95701167,1.077105056,26.93863623,23.55923677,,1.811345011,1.66E-18,,,,,,
104587160,0.586510264,74.78005865,0,0,4.567441831,65.2191861,65.37892444,1.06985646,29.63013689,23.34460938,,1.814375375,1.65E-18,,,,,,
104814306,0.586510264,74.60410557,0,0,4.585803531,65.42635659,65.58687163,1.06985646,29.63013689,23.22025885,,1.815752736,1.65E-18,,,,,,
105041452,0.586510264,74.42815249,0,0,4.604297751,65.63435606,65.79565527,1.06985646,29.63013689,23.09661904,,1.817131229,1.65E-18,,,,,,
105268598,0.586510264,74.07624633,0,0,4.641688737,66.05286576,66.21575606,1.06985646,29.63013689,22.90075775,,1.819891665,1.64E-18,,,,,,
105495744,0.586510264,73.90029326,0,0,4.660588033,66.26338807,66.42708543,1.06985646,29.63013689,22.77884919,,1.821273638,1.64E-18,,,,,,
105722890,0.586510264,73.72434018,0,0,4.679624911,66.47476347,66.63927571,1.06985646,29.63013689,22.65763254,,1.822656801,1.64E-18,,,,,,
105950036,0.586510264,73.5483871,0,0,4.698800673,66.68699814,66.85233316,1.06985646,29.63013689,22.53710246,,1.824041168,1.63E-18,,,,,,
106177182,0.586510264,73.19648094,0,0,4.737574144,67.11407029,67.2810749,1.06985646,29.63013689,22.34578331,,1.826813578,1.63E-18,,,,,,
106404328,0.586510264,73.02052786,0,0,4.757174537,67.3289204,67.49677201,1.06985646,29.63013689,22.22692644,,1.828201651,1.63E-18,,,,,,
106631474,0.586510264,72.84457478,0,0,4.776919187,67.54465506,67.71336193,1.06985646,29.63013689,22.10873812,,1.829590988,1.62E-18,,,,,,
106858620,0.586510264,72.6686217,0,0,4.796809476,67.76128074,67.93085123,1.06985646,29.63013689,21.99121321,,1.830981606,1.62E-18,,,,,,
107085766,0.586510264,72.31671554,0,0,4.837032593,68.19723134,68.36855451,1.06985646,29.63013689,21.80428576,,1.833766744,1.62E-18,,,,,,
107312912,0.586510264,72.14076246,0,0,4.857368271,68.4165695,68.58878195,1.06985646,29.63013689,21.68837841,,1.835161294,1.61E-18,,,,,,
107540058,0.586510264,71.96480938,0,0,4.877855294,68.63682519,68.80993565,1.06985646,29.63013689,21.5731172,,1.836557187,1.61E-18,,,,,,
107767204,0.64516129,71.7888563,0,0,5.385463204,68.81020486,69.02063102,1.077105056,26.93863623,21.47340376,,1.837652851,1.61E-18,,,,,,
107994350,0.586510264,71.61290323,0,0,4.919289267,69.08011632,69.25504947,1.06985646,29.63013689,21.34451354,,1.83935306,1.60E-18,,,,,,
108221496,0.586510264,71.26099707,0,0,4.961346486,69.52715979,69.70395187,1.06985646,29.63013689,21.16276135,,1.842154489,1.60E-18,,,,,,
108448642,0.586510264,71.08504399,0,0,4.982612637,69.75210615,69.92984156,1.06985646,29.63013689,21.0503302,,1.843557326,1.60E-18,,,,,,
108675788,0.586510264,70.90909091,0,0,5.004039225,69.97801173,70.15669985,1.06985646,29.63013689,20.93851896,,1.844961599,1.59E-18,,,,,,
108902934,0.586510264,70.73313783,0,0,5.025627831,70.20488371,70.38453404,1.06985646,29.63013689,20.82732296,,1.846367324,1.59E-18,,,,,,
109130080,0.586510264,70.38123167,0,0,5.069297527,70.66155602,70.8431597,1.06985646,29.63013689,20.64964957,,1.849183197,1.59E-18,,,,,,
109357226,0.586510264,70.20527859,0,0,5.091381879,70.89137107,71.07396613,1.06985646,29.63013689,20.53995535,,1.850593376,1.58E-18,,,,,,
109584372,0.586510264,70.02932551,0,0,5.113634776,71.12218199,71.30577839,1.06985646,29.63013689,20.43086062,,1.852005072,1.58E-18,,,,,,
109811518,0.586510264,69.85337243,0,0,5.136057901,71.35399633,71.53860415,1.06985646,29.63013689,20.32236089,,1.853418302,1.58E-18,,,,,,
110038664,0.586510264,69.67741935,0,0,5.158652958,71.58682172,71.77245115,1.06985646,29.63013689,20.21445171,,1.854833081,1.57E-18,,,,,,
110265810,0.527859238,69.3255132,0,0,4.686382037,72.10367679,72.25581211,1.062656644,32.91999879,20.02820707,,1.857957411,1.57E-18,,,,,,
110492956,0.527859238,69.14956012,0,0,4.707216071,72.33995413,72.49294343,1.062656644,32.91999879,19.92175225,,1.859378229,1.57E-18,,,,,,
110720102,0.527859238,68.97360704,0,0,4.728211494,72.57727754,72.7311295,1.062656644,32.91999879,19.8158728,,1.860800673,1.56E-18,,,,,,
110947248,0.527859238,68.79765396,0,0,4.749369942,72.81565508,72.97037851,1.062656644,32.91999879,19.71056444,,1.862224761,1.56E-18,,,,,,
111174394,0.527859238,68.62170088,0,0,4.770693076,73.0550949,73.21069869,1.062656644,32.91999879,19.60582294,,1.863650509,1.56E-18,,,,,,
111401540,0.527859238,68.26979472,0,0,4.813840142,73.53719431,73.69458599,1.062656644,32.91999879,19.43757606,,1.866507056,1.55E-18,,,,,,
111628686,0.527859238,68.09384164,0,0,4.8356675,73.7798706,73.93817002,1.062656644,32.91999879,19.33421993,,1.867937889,1.55E-18,,,,,,
111855832,0.469208211,67.91788856,0,0,4.320044451,74.06953139,74.19540595,1.055505281,37.03260741,19.21950184,,1.869639597,1.55E-18,,,,,,
112082978,0.469208211,67.74193548,0,0,4.339775026,74.31476965,74.44137717,1.055505281,37.03260741,19.11725613,,1.871075136,1.54E-18,,,,,,
112310124,0.469208211,67.5659824,0,0,4.35966153,74.56112454,74.68847261,1.055505281,37.03260741,19.01555476,,1.872512449,1.54E-18,,,,,,
112537270,0.469208211,67.39002933,0,0,4.379705582,74.80860484,74.93670114,1.055505281,37.03260741,18.91439374,,1.873951555,1.54E-18,,,,,,
112764416,0.469208211,67.21407625,0,0,4.399908819,75.05721942,75.18607175,1.055505281,37.03260741,18.8137691,,1.875392471,1.53E-18,,,,,,
112991562,0.469208211,67.03812317,0,0,4.420272904,75.30697726,75.43659349,1.055505281,37.03260741,18.71367695,,1.876835216,1.53E-18,,,,,,
113218708,0.410557185,66.86217009,0,0,3.887442313,75.60039076,75.70027273,1.048402045,42.32056851,18.60364833,,1.87852404,1.53E-18,,,,,,
113445854,0.410557185,66.86217009,0,0,3.887442313,75.60039076,75.70027273,1.048402045,42.32056851,18.56639934,,1.87852404,1.52E-18,,,,,,
113673000,0.469208211,66.68621701,0,0,4.461490364,75.80995906,75.94112712,1.055505281,37.03260741,18.47807699,,1.879726262,1.52E-18,,,,,,
113900146,0.469208211,66.51026393,0,0,4.482347172,76.06320142,76.19515763,1.055505281,37.03260741,18.37982936,,1.8811746,1.52E-18,,,,,,
114127292,0.469208211,66.33431085,0,0,4.503371689,76.31762386,76.45037651,1.055505281,37.03260741,18.28209678,,1.88262484,1.52E-18,,,,,,
114354438,0.469208211,66.15835777,0,0,4.52456569,76.57323582,76.7067933,1.055505281,37.03260741,18.18487552,,1.884077,1.51E-18,,,,,,
114581584,0.469208211,66.15835777,0,0,4.52456569,76.57323582,76.7067933,1.055505281,37.03260741,18.14882591,,1.884077,1.51E-18,,,,,,
114808730,0.469208211,65.98240469,0,0,4.54593097,76.83004685,76.96441767,1.055505281,37.03260741,18.05237496,,1.885531098,1.51E-18,,,,,,
115035876,0.469208211,65.80645161,0,0,4.56746935,77.08806659,77.22325936,1.055505281,37.03260741,17.95642595,,1.886987153,1.50E-18,,,,,,
115263022,0.469208211,65.80645161,0,0,4.56746935,77.08806659,77.22325936,1.055505281,37.03260741,17.92103966,,1.886987153,1.50E-18,,,,,,
115490168,0.469208211,65.63049853,0,0,4.589182676,77.34730479,77.48332824,1.055505281,37.03260741,17.82584632,,1.888445185,1.50E-18,,,,,,
115717314,0.469208211,65.45454545,0,0,4.611072816,77.6077713,77.74463428,1.055505281,37.03260741,17.73114577,,1.889905212,1.50E-18,,,,,,
115944460,0.469208211,65.27859238,0,0,4.633141666,77.86947609,78.00718754,1.055505281,37.03260741,17.63693447,,1.891367253,1.49E-18,,,,,,
116171606,0.469208211,65.1026393,0,0,4.655391145,78.13242921,78.27099821,1.055505281,37.03260741,17.54320894,,1.892831327,1.49E-18,,,,,,
116398752,0.469208211,64.92668622,0,0,4.6778232,78.39664082,78.53607656,1.055505281,37.03260741,17.44996572,,1.894297454,1.49E-18,,,,,,
116625898,0.469208211,64.75073314,0,0,4.700439804,78.66212122,78.80243301,1.055505281,37.03260741,17.35720137,,1.895765653,1.48E-18,,,,,,
116853044,0.469208211,64.57478006,0,0,4.723242956,78.92888078,79.07007807,1.055505281,37.03260741,17.2649125,,1.897235945,1.48E-18,,,,,,
117080190,0.469208211,64.39882698,0,0,4.746234683,79.19693001,79.33902235,1.055505281,37.03260741,17.17309573,,1.898708347,1.48E-18,,,,,,
117307336,0.469208211,64.2228739,0,0,4.769417038,79.46627953,79.6092766,1.055505281,37.03260741,17.08174772,,1.900182881,1.47E-18,,,,,,
117534482,0.469208211,64.04692082,0,0,4.792792105,79.73694005,79.88085168,1.055505281,37.03260741,16.99086516,,1.901659565,1.47E-18,,,,,,
117761628,0.469208211,63.87096774,0,0,4.816361995,80.00892243,80.15375856,1.055505281,37.03260741,16.90044477,,1.903138421,1.47E-18,,,,,,
117988774,0.469208211,63.69501466,0,0,4.840128847,80.28223763,80.42800834,1.055505281,37.03260741,16.81048328,,1.904619469,1.47E-18,,,,,,
118215920,0.469208211,63.3431085,0,0,4.888262149,80.83291093,80.9805816,1.055505281,37.03260741,16.6638816,,1.907588219,1.46E-18,,,,,,
118443066,0.469208211,63.16715543,0,0,4.912633028,81.11029157,81.25892789,1.055505281,37.03260741,16.5750464,,1.909075963,1.46E-18,,,,,,
118670212,0.469208211,62.99120235,0,0,4.937209732,81.38905009,81.5386627,1.055505281,37.03260741,16.48665911,,1.91056598,1.46E-18,,,,,,
118897358,0.469208211,62.81524927,0,0,4.961994552,81.66919808,81.81979775,1.055505281,37.03260741,16.39871661,,1.912058291,1.46E-18,,,,,,
119124504,0.469208211,62.63929619,0,0,4.986989814,81.95074723,82.10234491,1.055505281,37.03260741,16.31121578,,1.913552918,1.45E-18,,,,,,
119351650,0.469208211,62.46334311,0,0,5.012197876,82.23370939,82.38631614,1.055505281,37.03260741,16.22415356,,1.915049881,1.45E-18,,,,,,
119578796,0.469208211,62.28739003,0,0,5.037621129,82.51809652,82.67172358,1.055505281,37.03260741,16.13752688,,1.916549201,1.45E-18,,,,,,
119805942,0.469208211,62.11143695,0,0,5.063261997,82.80392072,82.95857947,1.055505281,37.03260741,16.05133272,,1.918050901,1.44E-18,,,,,,
120033088,0.469208211,61.93548387,0,0,5.089122939,83.09119423,83.24689622,1.055505281,37.03260741,15.96556809,,1.919555001,1.44E-18,,,,,,
120260234,0.469208211,61.75953079,0,0,5.115206449,83.37992942,83.53668636,1.055505281,37.03260741,15.88023001,,1.921061523,1.44E-18,,,,,,
120487380,0.469208211,61.58357771,0,0,5.141515057,83.67013881,83.82796255,1.055505281,37.03260741,15.79531554,,1.922570489,1.44E-18,,,,,,
120714526,0.469208211,61.40762463,0,0,5.168051328,83.96183505,84.12073763,1.055505281,37.03260741,15.71082174,,1.924081922,1.43E-18,,,,,,
120941672,0.469208211,61.23167155,0,0,5.194817865,84.25503094,84.41502456,1.055505281,37.03260741,15.62674573,,1.925595842,1.43E-18,,,,,,
121168818,0.469208211,61.05571848,0,0,5.221817307,84.54973942,84.71083645,1.055505281,37.03260741,15.54308462,,1.927112273,1.43E-18,,,,,,
121395964,0.410557185,60.70381232,0,0,4.619519694,85.20066193,85.32580358,1.048402045,42.32056851,15.39547664,,1.930442969,1.43E-18,,,,,,
121623110,0.469208211,60.52785924,0,0,5.304240036,85.44307205,85.60755529,1.055505281,37.03260741,15.32312686,,1.931676855,1.42E-18,,,,,,
121850256,0.469208211,60.35190616,0,0,5.332198266,85.74396329,85.9096012,1.055505281,37.03260741,15.24089098,,1.933203554,1.42E-18,,,,,,
122077402,0.469208211,60.17595308,0,0,5.360403183,86.04643409,86.21323994,1.055505281,37.03260741,15.15905752,,1.934732877,1.42E-18,,,,,,
122304548,0.410557185,60,0,0,4.717931836,86.40944993,86.53815296,1.048402045,42.32056851,15.06733724,,1.93656124,1.41E-18,,,,,,
122531694,0.410557185,59.82404692,0,0,4.743081967,86.71564563,86.84526483,1.048402045,42.32056851,14.98630119,,1.938097462,1.41E-18,,,,,,
122758840,0.469208211,59.64809384,0,0,5.44652705,86.96346321,87.13385444,1.055505281,37.03260741,14.91594433,,1.939336827,1.41E-18,,,,,,
122985986,0.469208211,59.47214076,0,0,5.475747921,87.27239243,87.44400663,1.055505281,37.03260741,14.83569333,,1.940876882,1.41E-18,,,,,,
123213132,0.469208211,59.29618768,0,0,5.505230299,87.58297213,87.75582355,1.055505281,37.03260741,14.75583126,,1.942419679,1.40E-18,,,,,,
123440278,0.469208211,58.94428152,0,0,5.564992005,88.20914187,88.38451134,1.055505281,37.03260741,14.62412424,,1.945513597,1.40E-18,,,,,,
123667424,0.469208211,58.76832845,0,0,5.595277664,88.52476179,88.70141252,1.055505281,37.03260741,14.54521935,,1.947064767,1.40E-18,,,,,,
123894570,0.469208211,58.59237537,0,0,5.625837495,88.84209198,89.02003906,1.055505281,37.03260741,14.46669439,,1.948618776,1.40E-18,,,,,,
124121716,0.410557185,58.41642229,0,0,4.952573111,89.2250456,89.36238998,1.048402045,42.32056851,14.37824258,,1.950486779,1.39E-18,,,,,,
124348862,0.469208211,58.24046921,0,0,5.687792864,89.48194487,89.66253089,1.055505281,37.03260741,14.3107741,,1.951735415,1.39E-18,,,,,,
